id    ,title_deal                                                                                                                      ,title_desc                                                                                                                                                                                                                                                  ,title_city                                                                           ,deal_id,partner_id,gpslat           ,gpslong
63561 ,"Kilo grilovaných rebierok s bohatou oblohou a 2x čapovaný Heineken"                                                            ,"Máte radi dobré jedlo? Toto je skutočne veľká výzva. Až 1 kilogram chutných grilovaných rebierok s bohatou oblohou a 2 veľké pivá k tomu. Takú dávku dobrôt budú mať problém zjesť aj 2 osoby."                                                            ,"Košice - Staré mesto"                                                               ,63561  ,720       ,48.722562        ,21.259862
63563 ,"Pstruh na rošte s pohárom vína pre dvoch"                                                                                      ,"Príjemné posedenie vo dvojici. Pstruh na rošte s prílohou a s pohárom vínka podľa vlastného výberu pre dvoch v reštaurácii Pod baštou v centre Košíc len za 9,99 €."                                                                                       ,"Košice - Staré mesto"                                                               ,63563  ,720       ,48.722562        ,21.259862
83065 ,"Dve obedové menu s donáškou za cenu jedného"                                                                                   ,"Cieľom Pub & Restaurant Pod Baštou je umožniť formou dovozu čerstvého, teplého a kvalitného jedla, stravovanie ľuďom, ktorí majú záujem o pestrú a vyváženú stravu a nemajú možnosť prísť do reštaurácie. Ochutnávka 2 porciíí menu donáškou už od 2,99 €.",Košice                                                                               ,83065  ,720       ,48.722562        ,21.259862
62663 ,"Peruánske vianočné menu pre dvoch"                                                                                             ,"Opäť je tu skvelá CASA INKA! Teraz s ponukou vianočného peruánskeho menu pre dve osoby v hodnote 26,40 € len za 13,20 €! Ochutnajte pečeného moriaka a bravčové rebierka na peruánsky spôsob, podávané s ryžou s hrozienkami a pečenými jablkami. Vhodné a",Ružinov                                                                              ,62663  ,164       ,48.156429        ,17.135802
77479 ,"Peruánske menu v Casa Inka"                                                                                                    ,"Najobľúbenejšia kuchyňa Južnej Ameriky v podobe peruánskeho taniera Seco de res alebo Risota a la Huancaína con asado! Ochutnajte obľúbené peruánske jedlá z hovädzieho mäsa v jedinečnej reštaurácii Casa Inka."                                          ,"Bratislava - Ružinov"                                                               ,77479  ,164       ,48.156429        ,17.135802
88307 ,"Peruánska misa pre dvoch"                                                                                                      ,"Čo nemá Viedeň, Praha, Budapešť, to má Bratislava - originálnu peruánsku reštauráciu. Peruánska misa pre dvoch v unikátnej reštaurácii Casa Inka v hodnote 25,20 € len za 13,60 €."                                                                        ,"Bratislava - Ružinov"                                                               ,88307  ,164       ,48.156429        ,17.135802
89111 ,"Peruánska misa pre dvoch"                                                                                                      ,"Čo nemá Viedeň, Praha, Budapešť, to má Bratislava - originálnu peruánsku reštauráciu. Peruánska misa pre dvoch v unikátnej reštaurácii Casa Inka v hodnote 25,20 € len za 13,60 €."                                                                        ,"Bratislava - Ružinov"                                                               ,89111  ,164       ,48.156429        ,17.135802
64305 ,"Laserová rekonštrukcia pleti a pokožky"                                                                                        ,"Zbavte sa bezbolestne všetkých nedokonalostí svojej pokožky - akné, jazvy, strie, cievy. Dokonalá rekonštrukcia pleti a celkové omladenie už za 8 €."                                                                                                      ,Košice                                                                               ,64305  ,214       ,                 ,
69805 ,"Certifikovaná kryolipolýza"                                                                                                    ,"Schudnite až 1 konfekčnú veľkosť po 1 ošetrení. Lekársky overená kryolipolýza za 10,90 €, ktorá je vhodná aj pre ťažšie formy obezity a celulitídy s 91 % zľavou."                                                                                         ,"Košice - KVP"                                                                       ,69805  ,214       ,                 ,
71385 ,"Certifikovaná kryolipolýza"                                                                                                    ,"Schudnite až 1 konfekčnú veľkosť po 1 ošetrení. Lekársky overená kryolipolýza za 10,90 €, ktorá je vhodná aj pre ťažšie formy obezity a celulitídy s 91 % zľavou."                                                                                         ,"Košice - KVP"                                                                       ,71385  ,214       ,                 ,
75671 ,"Certifikovaná kryolipolýza"                                                                                                    ,"Schudnite až 1 konfekčnú veľkosť po 1 ošetrení. Lekársky overená kryolipolýza za 10,90 €, ktorá je vhodná aj pre ťažšie formy obezity a celulitídy s 82 % zľavou."                                                                                         ,"Košice - KVP"                                                                       ,75671  ,214       ,                 ,
61289 ,"Fotokalendár 2014"                                                                                                             ,"Spomienky ako živé fotokalendár s vlastnými fotografiami. Vyberte si z množstva šablón, rámov, pozadí a efektov v programe FotoMagica."                                                                                                                    ,Slovensko                                                                            ,61289  ,734       ,48.296312        ,18.0868
63883 ,"Veľká alebo XL fotokniha s tvrdými doskami"                                                                                    ,"Najkrajšie zážitky vždy po ruke. V nádherných momentoch s blízkymi si môžete listovať už pod tohtoročným stromčekom. Veľká fotokniha, či dokonca XL fotokniha v tvrdých doskách s rôznym počtom strán už od 9,95 €."                                       ,SR                                                                                   ,63883  ,734       ,48.296312        ,18.0868
67925 ,"Fotokniha s tvrdými doskami"                                                                                                   ,"Najkrajšie zážitky vždy po ruke. Veľká fotokniha, či dokonca XL fotokniha v tvrdých doskách s rôznym počtom strán už od 9,95 €."                                                                                                                           ,Slovensko                                                                            ,67925  ,734       ,48.296312        ,18.0868
68503 ,"Fotokniha s tvrdými doskami"                                                                                                   ,"Najkrajšie zážitky vždy po ruke. Veľká fotokniha, či dokonca XL fotokniha v tvrdých doskách s rôznym počtom strán už od 9,95 €."                                                                                                                           ,Slovensko                                                                            ,68503  ,734       ,48.296312        ,18.0868
68781 ,"Obraz na plátne z vlastných fotografií"                                                                                        ,"Zaveste svoje spomienky na stenu a pripomínajte si ich každý deň. Foto obrazy od fotomagicy na výber z rôznych rozmerov."                                                                                                                                  ,Slovensko                                                                            ,68781  ,734       ,48.296312        ,18.0868
76283 ,"Fotokniha s tvrdými doskami"                                                                                                   ,"Najkrajšie zážitky vždy po ruke. Veľká fotokniha, či dokonca XL fotokniha v tvrdých doskách s rôznym počtom strán už od 9,95 €."                                                                                                                           ,Slovensko                                                                            ,76283  ,734       ,48.296312        ,18.0868
83171 ,"Fotokniha s tvrdými doskami formátu A4 alebo extra veľká XL"                                                                   ,"Najkrajšie zážitky vždy po ruke. Veľká fotokniha, či dokonca XL fotokniha v tvrdých doskách s rôznym počtom strán už od 9,95 €."                                                                                                                           ,Slovensko                                                                            ,83171  ,734       ,48.296312        ,18.0868
83483 ,"Fotokniha s tvrdými doskami formátu A4 alebo extra veľká XL"                                                                   ,"Najkrajšie zážitky vždy po ruke. Veľká fotokniha, či dokonca XL fotokniha v tvrdých doskách s rôznym počtom strán už od 9,95 €."                                                                                                                           ,Slovensko                                                                            ,83483  ,734       ,48.296312        ,18.0868
84313 ,"Obraz na plátne z vlastných fotografií"                                                                                        ,"Zaveste svoje spomienky na stenu a pripomínajte si ich každý deň. Foto obrazy od fotomagicy na výber z rôznych rozmerov."                                                                                                                                  ,Slovensko                                                                            ,84313  ,734       ,48.296312        ,18.0868
87139 ,"Obraz z vlastných fotografií na pravom bavlnenom plátne"                                                                       ,"Zaveste svoje spomienky na stenu a pripomínajte si ich každý deň. Foto obrazy na pravom bavlnenom plátne od FotoMagica na výber z rôznych rozmerov."                                                                                                       ,Slovensko                                                                            ,87139  ,734       ,48.296312        ,18.0868
87721 ,"Obraz z vlastných fotografií na pravom bavlnenom plátne"                                                                       ,"Zaveste svoje spomienky na stenu a pripomínajte si ich každý deň. Foto obrazy na pravom bavlnenom plátne od FotoMagica na výber z rôznych rozmerov."                                                                                                       ,Slovensko                                                                            ,87721  ,734       ,48.296312        ,18.0868
50033 ,"Kalendár s vlastnými fotografiami"                                                                                             ,"Aj vy môžete byť originálny a mať či darovať kalendár, ktorého skutočnú hodnotu poznáte a oceníte Vy alebo obdarovaný. Nástenný alebo stolový fotokalendár 2014 z vlastných fotiek už od 5,50 €."                                                          ,Slovensko                                                                            ,50033  ,527       ,48.311748        ,18.089901
58759 ,","                                                                                                                             ,","                                                                                                                                                                                                                                                         ,Nitra                                                                                ,58759  ,527       ,48.311748        ,18.089901
59401 ,"Kalendár s vlastnými fotografiami"                                                                                             ,"Aj vy môžete byť originálny a mať či darovať kalendár, ktorého skutočnú hodnotu poznáte a oceníte Vy alebo obdarovaný. Nástenný alebo stolový fotokalendár 2014 z vlastných fotiek už od 5,50 €."                                                          ,Slovensko                                                                            ,59401  ,527       ,48.311748        ,18.089901
66263 ,"Sada originálnych fotomagnetiek s vlastným motívom"                                                                            ,"Len 3,90 € za sadu originálnych fotomagnetiek s motívom vlastných fotografií alebo Ročný kalendár ako fotomagnetka so zľavou 67% vrátane poštovného. Nápaditý darček, ktorý vždy poteší a bude na očiach!"                                                 ,Slovensko                                                                            ,66263  ,527       ,48.311748        ,18.089901
66265 ,"Kalendár z vlastných fotografii"                                                                                               ,"Aj vy môžete byť originálny a mať či darovať kalendár, ktorého skutočnú hodnotu poznáte a oceníte vy alebo obdarovaný. Nástenný alebo stolový fotokalendár na rok 2014 z vlastných fotiek už od 4,50 €."                                                   ,Slovensko                                                                            ,66265  ,527       ,48.311748        ,18.089901
67085 ,"Fotokniha s tvrdými doskami"                                                                                                   ,"Najdrahšie spomienky, za najnižšiu cenu. Kniha s fotografiami na kvalitnom papieri, ktorej skutočnú hodnotu oceníte Vy alebo obdarovaný. Fotokniha s tvrdými doskami s 24, 40, 64, 80 alebo 112 stranami už od 9,50 €."                                    ,Slovensko                                                                            ,67085  ,527       ,48.311748        ,18.089901
73971 ,"Sada originálnych fotomagnetiek s vlastným motívom"                                                                            ,"Len 3,90 € za sadu originálnych fotomagnetiek s motívom vlastných fotografií alebo Ročný kalendár ako fotomagnetka so zľavou 67% vrátane poštovného. Nápaditý darček, ktorý vždy poteší a bude na očiach!"                                                 ,Slovensko                                                                            ,73971  ,527       ,48.311748        ,18.089901
78887 ,"Fotokniha s tvrdými doskami"                                                                                                   ,"Najdrahšie spomienky, za najnižšiu cenu. Kniha s fotografiami na kvalitnom papieri, ktorej skutočnú hodnotu oceníte Vy alebo obdarovaný. Fotokniha s tvrdými doskami s 24, 40, 64, 80 alebo 112 stranami už od 9,50 €."                                    ,Slovensko                                                                            ,78887  ,527       ,48.311748        ,18.089901
85009 ,"Sada originálnych fotomagnetiek s vlastným motívom"                                                                            ,"Len 3,90 € za sadu originálnych fotomagnetiek s motívom vlastných fotografií alebo Ročný kalendár ako fotomagnetka so zľavou 67% vrátane poštovného. Nápaditý darček, ktorý vždy poteší a bude na očiach!"                                                 ,Slovensko                                                                            ,85009  ,527       ,48.311748        ,18.089901
60687 ,"Sushi set pre 2 osoby"                                                                                                         ,"Lahodný 26 kusový sushi set pre 2 osoby v hodnote 27,70 € len za 12,50 €."                                                                                                                                                                                 ,Bratislava                                                                           ,60687  ,320       ,48.130902        ,17.115226
73609 ,"Bamboo sushi set"                                                                                                              ,"29 kusový lahodný sushi set od sushi majstrov v Bamboo Sushi po 60% zľave."                                                                                                                                                                                ,"Petržalka - Relaxx"                                                                 ,73609  ,320       ,48.130902        ,17.115226
74661 ,"Bamboo sushi set"                                                                                                              ,"29 kusový lahodný sushi set od sushi majstrov v Bamboo Sushi po 60% zľave."                                                                                                                                                                                ,"Petržalka - Relaxx"                                                                 ,74661  ,320       ,48.130902        ,17.115226
89737 ,"Sushi set v Bamboo Sushi"                                                                                                      ,"Lahodný 24 kusový sushi set od majstrov v príjemnej atmosfére v Bamboo Sushi po 61 % zľave len za 10,90 €."                                                                                                                                                ,"Bratislava - Petržalka - RelaxX"                                                    ,89737  ,320       ,48.130902        ,17.115226
59759 ,"Nezabudnuteľný Silvestrovský pobyt s výnimočným galavečerom a kubánskym prekvapením"                                           ,"Prežite posledné chvíle v roku v štýlovom štvorhviezdičkovom hoteli v srdci Slovenska, relaxujte v modernom wellness a nechajte sa unášať podmanivými kubánskymi rytmami počas Silvestrovského večera plného prekvapení."                                  ,Zvolen                                                                               ,59759  ,641       ,48.566349        ,19.135448
63419 ,"Nezabudnuteľný Silvestrovský pobyt s výnimočným galavečerom a kubánskym prekvapením"                                           ,"Prežite posledné chvíle v roku v štýlovom štvorhviezdičkovom hoteli v srdci Slovenska, relaxujte v modernom wellness a nechajte sa unášať podmanivými kubánskymi rytmami počas Silvestrovského večera plného prekvapení."                                  ,Zvolen                                                                               ,63419  ,641       ,48.566349        ,19.135448
68147 ,"Romantický wellness pobyt v modernom 4* hoteli"                                                                                ,"Chcete prekvapiť svoju lásku romantickým pobytom alebo potešiť svoju rodinu počas jarných prázdnin? 4* hotel Vám ponúka relax pre 2 osoby len za 159 €. Pre termíny pobytu zahrňujúce dátum 21.03.2014 aj účasť na vernisáži Joe Muczka Jr."               ,Zvolen                                                                               ,68147  ,641       ,48.566349        ,19.135448
75179 ,"Veselý veľkonočný wellness pobyt v Hoteli Tenis****"                                                                           ,"Oslávte sviatky jari a prežite príjemný veľkonočný wellness pobyt v Hoteli Tenis a ako darček na Vás čaká prekvapenie - vyžrebujete si svoju veľkonočnú zľavu, ktorú si budete môcť uplatniť počas Vášho pobytu."                                          ,Zvolen                                                                               ,75179  ,641       ,48.566349        ,19.135448
85565 ,"Letné randevú v Hoteli Tenis****"                                                                                              ,"Romantický wellness pobyt na 3 dni v štýlovom štvorhviezdičkovom hoteli v srdci Slovenska. Využite širokú ponuku voľno-časových aktivít a spoznajte jedno z najstarších miest na Slovensku s vyše 770 ročnou kráľovskou históriou."                        ,Zvolen                                                                               ,85565  ,641       ,48.566349        ,19.135448
61333 ,"Kurzy tancov v TOP CENTRUM"                                                                                                    ,"Základný tanečný kurz štandardných, latinsko-americkych a party tancov, kurz brušných tancov alebo kubanskej salsy v tanečnej škole TOP CENTRUM. Získaná pohybová kultúra vám dodá glanc a sebavedomie a samotný tanec endorfíny a zdravie."               ,Bratislava                                                                           ,61333  ,423       ,48.11834         ,17.117045
66955 ,"Kurzy tancov v TOP CENTRUM"                                                                                                    ,"Základný tanečný kurz štandardných, latinsko-amerických a party tancov alebo romantický a valentínsky rýchlokurz v tanečnej škole TOP CENTRUM. Darujte originálny valentínsky darček svojmu partnerovi a doprajte si tak spoločnú romantiku pri tanci."    ,Petržalka                                                                            ,66955  ,423       ,48.11834         ,17.117045
68543 ,"Kurzy tancov v TOP CENTRUM"                                                                                                    ,"Základný tanečný kurz štandardných, latinsko-amerických a party tancov alebo romantický a valentínsky rýchlokurz v tanečnej škole TOP CENTRUM. Darujte originálny valentínsky darček svojmu partnerovi a doprajte si tak spoločnú romantiku pri tanci."    ,Petržalka                                                                            ,68543  ,423       ,48.11834         ,17.117045
77041 ,"Latino pre ženy a brušné tance"                                                                                                ,"Kurz latinsko-americkych a brušných tancov v tanečnej škole TOP CENTRUM. Výborné pre zdravie ducha a krásu tela vďaka ktorým dosiahnete krásnu postavu a pocit dokonalosti. Nielen zábava, ale aj výborný tréning pre celé telo."                          ,"Bratislava - Ružinov, Petržalka"                                                    ,77041  ,423       ,48.11834         ,17.117045
77043 ,"Základný tanečný kurz a kuban salsa pre páry"                                                                                  ,"Základný tanečný kurz alebo kubanskej salsy v tanečnej škole TOP CENTRUM. Získajte základné tanečné schopnosti, zabavte, spoznajte nových ľudí a rozprúďte krv v žilách sebe aj svojmu partnerovi."                                                        ,"Bratislava - Ružinov, Petržalka"                                                    ,77043  ,423       ,48.11834         ,17.117045
77399 ,"Základný tanečný kurz a kuban salsa pre páry"                                                                                  ,"Základný tanečný kurz alebo kubanskej salsy v tanečnej škole TOP CENTRUM. Získajte základné tanečné schopnosti, zabavte, spoznajte nových ľudí a rozprúďte krv v žilách sebe aj svojmu partnerovi."                                                        ,"Bratislava - Ružinov, Petržalka"                                                    ,77399  ,423       ,48.11834         ,17.117045
80059 ,"Svadobný rýchlokurz tanca alebo Dance fitness"                                                                                 ,"Dance fitness je nielen zábava, ale aj výborný tréning pre celé telo. Svadobný kurz Vás zas dokonale pripraví na Váš dôležitý deň, aby ste si mohli uchovať len krásne spomienky. V tanečnej škole TOP CENTRUM."                                           ,"Bratislava - Petržalka"                                                             ,80059  ,423       ,48.11834         ,17.117045
80299 ,"Latino pre ženy a brušné tance"                                                                                                ,"Kurz latinsko-americkych a brušných tancov v tanečnej škole TOP CENTRUM. Výborné pre zdravie ducha a krásu tela vďaka ktorým dosiahnete krásnu postavu a pocit dokonalosti. Nielen zábava, ale aj výborný tréning pre celé telo."                          ,"Bratislava - Ružinov, Petržalka"                                                    ,80299  ,423       ,48.11834         ,17.117045
86219 ,"Základný tanečný kurz, Summer Latino Dance a Svadobný rýchlokurz"                                                              ,"Základný tanečný kurz, Summer Latino Dance rýchlokurz alebo Svadobný rýchlokurz v tanečnej škole TOP CENTRUM. Získajte základné tanečné schopnosti, zabavte sa, spoznajte nových ľudí a rozprúďte krv v žilách sebe aj svojmu partnerovi."                 ,"Bratislava - Petržalka, Ružinov"                                                    ,86219  ,423       ,48.11834         ,17.117045
86547 ,"Brušné tance a Dancefitness"                                                                                                   ,"Tanec je nielen zábava, ale aj výborný tréning pre celé telo. Vaše svalstvo sa opäť zmobilizuje. Pozitívne reakcie žien všetkých vekových skupín bez rozdielu hmotnosti či vzťahu k športu na celom svete hovoria za všetko."                              ,"Bratislava - Petržalka, Ružinov"                                                    ,86547  ,423       ,48.11834         ,17.117045
87699 ,"Brušné tance a Dancefitness"                                                                                                   ,"Tanec je nielen zábava, ale aj výborný tréning pre celé telo. Vaše svalstvo sa opäť zmobilizuje. Pozitívne reakcie žien všetkých vekových skupín bez rozdielu hmotnosti či vzťahu k športu na celom svete hovoria za všetko."                              ,"Bratislava - Petržalka, Ružinov"                                                    ,87699  ,423       ,48.11834         ,17.117045
89901 ,"Základný tanečný kurz, Summer Latino Dance a Svadobný rýchlokurz"                                                              ,"Základný tanečný kurz, Summer Latino Dance rýchlokurz alebo Svadobný rýchlokurz v tanečnej škole TOP CENTRUM. Získajte základné tanečné schopnosti, zabavte sa, spoznajte nových ľudí a rozprúďte krv v žilách sebe aj svojmu partnerovi."                 ,"Bratislava - Petržalka, Ružinov"                                                    ,89901  ,423       ,48.11834         ,17.117045
91541 ,"Tanec pre deti: orientálne, štandardné a latinsko-americké tance"                                                              ,"Novinky v Bratislave - celoročné detské tanečné kurzy pre dievčatá aj chlapcov od 7 do 15 rokov. Orientálny tanec pre dievčatá a štandardné a latinsko-americké tance pre chlapcov a dievčatá - 14 hodín (týždňov) len za 45 €."                           ,"Bratislava - Petržalka, Malinovo"                                                   ,91541  ,423       ,48.11834         ,17.117045
91885 ,"Latino pre ženy a brušné tance pre začiatočníkov"                                                                              ,"Latino pre ženy v Petržalke a v Malinove alebo brušné tance pre začiatočníkov v Petržalke, Ružinove a Malinove. Tance, s ktorými si zvýšite sebavedomie, príjemne si oddýchnete a spravíte niečo aj pre svoju postavu už od 19,90 €."                      ,"Bratislava - Petržalka, Ružinov, Malinovo"                                          ,91885  ,423       ,48.11834         ,17.117045
92393 ,"Tanec pre deti: orientálne, štandardné a latinsko-americké tance"                                                              ,"Novinky v Bratislave - celoročné detské tanečné kurzy pre dievčatá aj chlapcov od 7 do 15 rokov. Orientálny tanec pre dievčatá a štandardné a latinsko-americké tance pre chlapcov a dievčatá - 14 hodín (týždňov) len za 45 €."                           ,"Bratislava - Petržalka, Malinovo"                                                   ,92393  ,423       ,48.11834         ,17.117045
61409 ,"Izotonické ošetrenie pleti - maximálna hydratácia a lifting"                                                                   ,"Hĺbkové čistenie pleti prístrojom Skin scrubber, vpravenie izotonického séra ultrazvukom, ošetrenie očného okolia kyselinou hyalurónovou, maska a krém v salóne Mystik len za 12 €."                                                                       ,Petržalka                                                                            ,61409  ,798       ,48.125078        ,17.114251
61189 ,"Ročné predplatné časopisov - až 6 titulov"                                                                                     ,"Ročné predplatné časopisov od Versa Media so zľavou 50%. Šikovníček, Diéta, Moja Psychológia, Moje Zdravie, ForMen alebo Maminka už od 7,15 €."                                                                                                            ,Slovensko                                                                            ,61189  ,623       ,48.145892        ,17.107137
62491 ,"Ročné predplatné časopisov - až 6 titulov"                                                                                     ,"Ročné predplatné časopisov od Versa Media so zľavou 50%. Šikovníček, Diéta, Moja Psychológia, Moje Zdravie, ForMen alebo Maminka už od 7,15 €."                                                                                                            ,Slovensko                                                                            ,62491  ,623       ,48.145892        ,17.107137
71725 ,"Ročné predplatné mesačníka F.O.O.D."                                                                                           ,"Svet skvelých receptov s ročným predplatným mesačníka F.O.O.D. Sprievodca svetovou kuchyňou, škola varenia a mnoho ďalších užitočných rád a zaujímavostí."                                                                                                 ,Slovensko                                                                            ,71725  ,623       ,48.145892        ,17.107137
